,State,Year,category,Title,TotalEmissions,shortName
62,Alabama,2014,Natural Gas Systems,Exploration (1B2b),256046809088.0,Exploration
63,Alabama,2014,Natural Gas Systems,Post Meter (annual),9240305467392.0,Post Meter
64,Alabama,2014,Natural Gas Systems,Processing (1B2b),1356990513152.0,Processing
65,Alabama,2014,Natural Gas Systems,Production (1B2b),86940128903168.0,Production
66,Alabama,2014,Natural Gas Systems,Transmission & Storage (1B2b),25735410483200.0,Transmission-Storage
67,Alabama,2014,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),600684560384.0,"Abandoned Oil, Gas Wells"
68,Alabama,2014,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
69,Alabama,2014,Others,Mobile Combustion (1A),2427516878848.0,Mobile Combustion
70,Alabama,2014,Others,Petrochemical Production (2B8),0.0,Petrochemical
71,Alabama,2014,Others,Stationary combustion (1A),10507431968768.0,Stationary combustion
72,Alabama,2014,Petroleum Systems,Exploration* (1B2a),234770169856.0,Exploration*
73,Alabama,2014,Petroleum Systems,Production (1B2a),2519204888576.0,Production*
74,Alabama,2014,Petroleum Systems,Refining (1B2a),115453706240.0,Refining
75,Alabama,2014,Petroleum Systems,Transport (1B2a),25939681280.0,Transport
76,Alabama,2014,Waste,Composting (5B1),660387594240.0,Composting
77,Alabama,2014,Waste,Domestic Wastewater Treatment & Discharge (5D),13543722188800.0,Domestic
78,Alabama,2014,Waste,Industrial Landfills (5A1),19446341042176.0,Industrial Landfills
79,Alabama,2014,Waste,Industrial Wastewater Treatment & Discharge (5D),47396805410816.0,Industrial
80,Alabama,2014,Waste,Municipal Solid Waste (MSW) Landfills (5A1),144870790397952.0,Municipal
81,Alabama,2015,Agriculture,Enteric Fermentation (3A),92435640221696.0,Enteric Fermentation
82,Alabama,2015,Agriculture,Field Burning of Agricultural Residues* (3F),258546761728.0,Field Burning
83,Alabama,2015,Agriculture,Manure Management (3B),20220043329536.0,Manure
84,Alabama,2015,Agriculture,Rice Cultivation (3C),0.0,Rice
85,Alabama,2015,Coal,Abandoned Underground Coal Mines (1B1a),8367941632.0,Abandoned Underground
86,Alabama,2015,Coal,Surface Coal Mining (1B1a),4140701319168.0,Surface
87,Alabama,2015,Coal,Underground Coal Mining (1B1a),276988782706688.0,Underground
88,Alabama,2015,Natural Gas Systems,Distribution (1B2b),11673443237888.0,Distribution
89,Alabama,2015,Natural Gas Systems,Exploration (1B2b),668767092736.0,Exploration
90,Alabama,2015,Natural Gas Systems,Post Meter (annual),10031816769536.0,Post Meter
91,Alabama,2015,Natural Gas Systems,Processing (1B2b),1683984351232.0,Processing
92,Alabama,2015,Natural Gas Systems,Production (1B2b),83908737630208.0,Production
93,Alabama,2015,Natural Gas Systems,Transmission & Storage (1B2b),28654199373824.0,Transmission-Storage
94,Alabama,2015,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),609957642240.0,"Abandoned Oil, Gas Wells"
95,Alabama,2015,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
96,Alabama,2015,Others,Mobile Combustion (1A),2126647263232.0,Mobile Combustion
97,Alabama,2015,Others,Petrochemical Production (2B8),0.0,Petrochemical
98,Alabama,2015,Others,Stationary combustion (1A),10089539829760.0,Stationary combustion
99,Alabama,2015,Petroleum Systems,Exploration* (1B2a),48316596224.0,Exploration*
100,Alabama,2015,Petroleum Systems,Production (1B2a),2443447631872.0,Production*
101,Alabama,2015,Petroleum Systems,Refining (1B2a),119095861248.0,Refining
102,Alabama,2015,Petroleum Systems,Transport (1B2a),24487919616.0,Transport
103,Alabama,2015,Waste,Composting (5B1),381806247936.0,Composting
104,Alabama,2015,Waste,Domestic Wastewater Treatment & Discharge (5D),12066051063808.0,Domestic
105,Alabama,2015,Waste,Industrial Landfills (5A1),19496918056960.0,Industrial Landfills
106,Alabama,2015,Waste,Industrial Wastewater Treatment & Discharge (5D),23907027386368.0,Industrial
107,Alabama,2015,Waste,Municipal Solid Waste (MSW) Landfills (5A1),133376912654336.0,Municipal
108,Alabama,2016,Agriculture,Enteric Fermentation (3A),94868604977152.0,Enteric Fermentation
109,Alabama,2016,Agriculture,Field Burning of Agricultural Residues* (3F),262019416064.0,Field Burning
110,Alabama,2016,Agriculture,Manure Management (3B),18146628993024.0,Manure
111,Alabama,2016,Agriculture,Rice Cultivation (3C),0.0,Rice
112,Alabama,2016,Coal,Abandoned Underground Coal Mines (1B1a),4478670848.0,Abandoned Underground
113,Alabama,2016,Coal,Surface Coal Mining (1B1a),2765309607936.0,Surface
114,Alabama,2016,Coal,Underground Coal Mining (1B1a),235143855865856.0,Underground
115,Alabama,2016,Natural Gas Systems,Distribution (1B2b),11308682444800.0,Distribution
116,Alabama,2016,Natural Gas Systems,Exploration (1B2b),315773943808.0,Exploration
117,Alabama,2016,Natural Gas Systems,Post Meter (annual),10347842895872.0,Post Meter
118,Alabama,2016,Natural Gas Systems,Processing (1B2b),1981418962944.0,Processing
119,Alabama,2016,Natural Gas Systems,Production (1B2b),81301918973952.0,Production
120,Alabama,2016,Natural Gas Systems,Transmission & Storage (1B2b),29670120620032.0,Transmission-Storage
121,Alabama,2016,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),611244834816.0,"Abandoned Oil, Gas Wells"
122,Alabama,2016,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
123,Alabama,2016,Others,Mobile Combustion (1A),2030978465792.0,Mobile Combustion
124,Alabama,2016,Others,Petrochemical Production (2B8),0.0,Petrochemical
125,Alabama,2016,Others,Stationary combustion (1A),9654525493248.0,Stationary combustion
126,Alabama,2016,Petroleum Systems,Exploration* (1B2a),14547847168.0,Exploration*
127,Alabama,2016,Petroleum Systems,Production (1B2a),2083152330752.0,Production*
128,Alabama,2016,Petroleum Systems,Refining (1B2a),162860892160.0,Refining
129,Alabama,2016,Petroleum Systems,Transport (1B2a),27486916608.0,Transport
130,Alabama,2016,Waste,Composting (5B1),101815009280.0,Composting
131,Alabama,2016,Waste,Domestic Wastewater Treatment & Discharge (5D),10745920094208.0,Domestic
132,Alabama,2016,Waste,Industrial Landfills (5A1),19408487448576.0,Industrial Landfills
133,Alabama,2016,Waste,Industrial Wastewater Treatment & Discharge (5D),18898812403712.0,Industrial
134,Alabama,2016,Waste,Municipal Solid Waste (MSW) Landfills (5A1),135562656743424.0,Municipal
135,Alabama,2017,Agriculture,Enteric Fermentation (3A),98262258286592.0,Enteric Fermentation
136,Alabama,2017,Agriculture,Field Burning of Agricultural Residues* (3F),259664838656.0,Field Burning
137,Alabama,2017,Agriculture,Manure Management (3B),19159631003648.0,Manure
138,Alabama,2017,Agriculture,Rice Cultivation (3C),1034136.625,Rice
139,Alabama,2017,Coal,Abandoned Underground Coal Mines (1B1a),2209810432.0,Abandoned Underground
140,Alabama,2017,Coal,Surface Coal Mining (1B1a),2975296651264.0,Surface
141,Alabama,2017,Coal,Underground Coal Mining (1B1a),242037244821504.0,Underground
142,Alabama,2017,Natural Gas Systems,Distribution (1B2b),11370810572800.0,Distribution
143,Alabama,2017,Natural Gas Systems,Exploration (1B2b),32038713344.0,Exploration
144,Alabama,2017,Natural Gas Systems,Post Meter (annual),9745953980416.0,Post Meter
145,Alabama,2017,Natural Gas Systems,Processing (1B2b),2274964013056.0,Processing
146,Alabama,2017,Natural Gas Systems,Production (1B2b),83028990754816.0,Production
147,Alabama,2017,Natural Gas Systems,Transmission & Storage (1B2b),28236759171072.0,Transmission-Storage
148,Alabama,2017,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),640768933888.0,"Abandoned Oil, Gas Wells"
149,Alabama,2017,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
150,Alabama,2017,Others,Mobile Combustion (1A),2002529681408.0,Mobile Combustion
151,Alabama,2017,Others,Petrochemical Production (2B8),0.0,Petrochemical
152,Alabama,2017,Others,Stationary combustion (1A),7596981354496.0,Stationary combustion
153,Alabama,2017,Petroleum Systems,Exploration* (1B2a),3918082816.0,Exploration*
154,Alabama,2017,Petroleum Systems,Production (1B2a),1902395785216.0,Production*
155,Alabama,2017,Petroleum Systems,Refining (1B2a),158880432128.0,Refining
156,Alabama,2017,Petroleum Systems,Transport (1B2a),22703384576.0,Transport
157,Alabama,2017,Waste,Composting (5B1),107227602944.0,Composting
158,Alabama,2017,Waste,Domestic Wastewater Treatment & Discharge (5D),9967384920064.0,Domestic
159,Alabama,2017,Waste,Industrial Landfills (5A1),19476206583808.0,Industrial Landfills
160,Alabama,2017,Waste,Industrial Wastewater Treatment & Discharge (5D),20199214415872.0,Industrial
161,Alabama,2017,Waste,Municipal Solid Waste (MSW) Landfills (5A1),142421333639168.0,Municipal
162,Alabama,2018,Agriculture,Enteric Fermentation (3A),97794744385536.0,Enteric Fermentation
163,Alabama,2018,Agriculture,Field Burning of Agricultural Residues* (3F),261800968192.0,Field Burning
164,Alabama,2018,Agriculture,Manure Management (3B),20446997118976.0,Manure
165,Alabama,2018,Agriculture,Rice Cultivation (3C),1081741.5,Rice
166,Alabama,2018,Coal,Abandoned Underground Coal Mines (1B1a),1091358464.0,Abandoned Underground
167,Alabama,2018,Coal,Surface Coal Mining (1B1a),3238212403200.0,Surface
168,Alabama,2018,Coal,Underground Coal Mining (1B1a),265718234873856.0,Underground
169,Alabama,2018,Natural Gas Systems,Distribution (1B2b),11103115411456.0,Distribution
170,Alabama,2018,Natural Gas Systems,Exploration (1B2b),17199036416.0,Exploration
171,Alabama,2018,Natural Gas Systems,Post Meter (annual),10456347443200.0,Post Meter
172,Alabama,2018,Natural Gas Systems,Processing (1B2b),2117036802048.0,Processing
173,Alabama,2018,Natural Gas Systems,Production (1B2b),85054856364032.0,Production
174,Alabama,2018,Natural Gas Systems,Transmission & Storage (1B2b),31181240270848.0,Transmission-Storage
175,Alabama,2018,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),651896160256.0,"Abandoned Oil, Gas Wells"
176,Alabama,2018,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
177,Alabama,2018,Others,Mobile Combustion (1A),1932487557120.0,Mobile Combustion
178,Alabama,2018,Others,Petrochemical Production (2B8),0.0,Petrochemical
179,Alabama,2018,Others,Stationary combustion (1A),8237419593728.0,Stationary combustion
180,Alabama,2018,Petroleum Systems,Exploration* (1B2a),1088237824.0,Exploration*
181,Alabama,2018,Petroleum Systems,Production (1B2a),1633740521472.0,Production*
182,Alabama,2018,Petroleum Systems,Refining (1B2a),198532710400.0,Refining
183,Alabama,2018,Petroleum Systems,Transport (1B2a),27739734016.0,Transport
184,Alabama,2018,Waste,Composting (5B1),95976611840.0,Composting
185,Alabama,2018,Waste,Domestic Wastewater Treatment & Discharge (5D),10634782572544.0,Domestic
186,Alabama,2018,Waste,Industrial Landfills (5A1),19622025756672.0,Industrial Landfills
187,Alabama,2018,Waste,Industrial Wastewater Treatment & Discharge (5D),28078449360896.0,Industrial
188,Alabama,2018,Waste,Municipal Solid Waste (MSW) Landfills (5A1),156605748346880.0,Municipal
189,Alabama,2019,Agriculture,Enteric Fermentation (3A),98045211443200.0,Enteric Fermentation
190,Alabama,2019,Agriculture,Field Burning of Agricultural Residues* (3F),260336189440.0,Field Burning
191,Alabama,2019,Agriculture,Manure Management (3B),20214544596992.0,Manure
192,Alabama,2019,Agriculture,Rice Cultivation (3C),1045830.75,Rice
193,Alabama,2019,Coal,Abandoned Underground Coal Mines (1B1a),1044591808.0,Abandoned Underground
194,Alabama,2019,Coal,Surface Coal Mining (1B1a),2950276055040.0,Surface
195,Alabama,2019,Coal,Underground Coal Mining (1B1a),237438425366528.0,Underground
196,Alabama,2019,Natural Gas Systems,Distribution (1B2b),10988453625856.0,Distribution
197,Alabama,2019,Natural Gas Systems,Exploration (1B2b),22814625792.0,Exploration
198,Alabama,2019,Natural Gas Systems,Post Meter (annual),10831328706560.0,Post Meter
199,Alabama,2019,Natural Gas Systems,Processing (1B2b),2214445973504.0,Processing
200,Alabama,2019,Natural Gas Systems,Production (1B2b),86109757374464.0,Production
201,Alabama,2019,Natural Gas Systems,Transmission & Storage (1B2b),32597646245888.0,Transmission-Storage
202,Alabama,2019,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),657122394112.0,"Abandoned Oil, Gas Wells"
203,Alabama,2019,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
204,Alabama,2019,Others,Mobile Combustion (1A),1936483024896.0,Mobile Combustion
205,Alabama,2019,Others,Petrochemical Production (2B8),0.0,Petrochemical
206,Alabama,2019,Others,Stationary combustion (1A),8241342840832.0,Stationary combustion
207,Alabama,2019,Petroleum Systems,Exploration* (1B2a),724961152.0,Exploration*
208,Alabama,2019,Petroleum Systems,Production (1B2a),1627037892608.0,Production*
209,Alabama,2019,Petroleum Systems,Refining (1B2a),229185732608.0,Refining
210,Alabama,2019,Petroleum Systems,Transport (1B2a),27530500096.0,Transport
211,Alabama,2019,Waste,Composting (5B1),97043021824.0,Composting
212,Alabama,2019,Waste,Domestic Wastewater Treatment & Discharge (5D),10412043010048.0,Domestic
213,Alabama,2019,Waste,Industrial Landfills (5A1),19671040393216.0,Industrial Landfills
214,Alabama,2019,Waste,Industrial Wastewater Treatment & Discharge (5D),28576799784960.0,Industrial
215,Alabama,2019,Waste,Municipal Solid Waste (MSW) Landfills (5A1),159704231706624.0,Municipal
216,Alabama,2020,Agriculture,Enteric Fermentation (3A),97502535614464.0,Enteric Fermentation
217,Alabama,2020,Agriculture,Field Burning of Agricultural Residues* (3F),261392760832.0,Field Burning
218,Alabama,2020,Agriculture,Manure Management (3B),20515869687808.0,Manure
219,Alabama,2020,Agriculture,Rice Cultivation (3C),1093073.25,Rice
220,Alabama,2020,Coal,Abandoned Underground Coal Mines (1B1a),1019207424.0,Abandoned Underground
221,Alabama,2020,Coal,Surface Coal Mining (1B1a),2243746594816.0,Surface
222,Alabama,2020,Coal,Underground Coal Mining (1B1a),212788936966144.0,Underground
223,Alabama,2020,Natural Gas Systems,Distribution (1B2b),10936494587904.0,Distribution
224,Alabama,2020,Natural Gas Systems,Exploration (1B2b),56620183552.0,Exploration
225,Alabama,2020,Natural Gas Systems,Post Meter (annual),10917504876544.0,Post Meter
226,Alabama,2020,Natural Gas Systems,Processing (1B2b),2169263489024.0,Processing
227,Alabama,2020,Natural Gas Systems,Production (1B2b),78740029702144.0,Production
228,Alabama,2020,Natural Gas Systems,Transmission & Storage (1B2b),33510196772864.0,Transmission-Storage
229,Alabama,2020,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),650676994048.0,"Abandoned Oil, Gas Wells"
230,Alabama,2020,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
231,Alabama,2020,Others,Mobile Combustion (1A),1721582354432.0,Mobile Combustion
232,Alabama,2020,Others,Petrochemical Production (2B8),0.0,Petrochemical
233,Alabama,2020,Others,Stationary combustion (1A),7876178345984.0,Stationary combustion
234,Alabama,2020,Petroleum Systems,Exploration* (1B2a),916939648.0,Exploration*
235,Alabama,2020,Petroleum Systems,Production (1B2a),1721136185344.0,Production*
236,Alabama,2020,Petroleum Systems,Refining (1B2a),198818938880.0,Refining
237,Alabama,2020,Petroleum Systems,Transport (1B2a),24913027072.0,Transport
238,Alabama,2020,Waste,Composting (5B1),97043021824.0,Composting
239,Alabama,2020,Waste,Domestic Wastewater Treatment & Discharge (5D),10479162359808.0,Domestic
240,Alabama,2020,Waste,Industrial Landfills (5A1),19769067569152.0,Industrial Landfills
241,Alabama,2020,Waste,Industrial Wastewater Treatment & Discharge (5D),28824532156416.0,Industrial
242,Alabama,2020,Waste,Municipal Solid Waste (MSW) Landfills (5A1),152616159936512.0,Municipal
243,Arizona,2012,Agriculture,Enteric Fermentation (3A),94423211835392.0,Enteric Fermentation
244,Arizona,2012,Agriculture,Field Burning of Agricultural Residues* (3F),135110230016.0,Field Burning
245,Arizona,2012,Agriculture,Manure Management (3B),36749715701760.0,Manure
246,Arizona,2012,Agriculture,Rice Cultivation (3C),0.0,Rice
247,Arizona,2012,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
248,Arizona,2012,Coal,Surface Coal Mining (1B1a),2310637879296.0,Surface
249,Arizona,2012,Coal,Underground Coal Mining (1B1a),0.0,Underground
250,Arizona,2012,Natural Gas Systems,Distribution (1B2b),7430562381824.0,Distribution
251,Arizona,2012,Natural Gas Systems,Exploration (1B2b),5235583.5,Exploration
252,Arizona,2012,Natural Gas Systems,Post Meter (annual),6879930482688.0,Post Meter
253,Arizona,2012,Natural Gas Systems,Processing (1B2b),0.0,Processing
254,Arizona,2012,Natural Gas Systems,Production (1B2b),1011587940352.0,Production
255,Arizona,2012,Natural Gas Systems,Transmission & Storage (1B2b),31763342557184.0,Transmission-Storage
256,Arizona,2012,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),85198487552.0,"Abandoned Oil, Gas Wells"
257,Arizona,2012,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
258,Arizona,2012,Others,Mobile Combustion (1A),2506867343360.0,Mobile Combustion
259,Arizona,2012,Others,Petrochemical Production (2B8),0.0,Petrochemical
260,Arizona,2012,Others,Stationary combustion (1A),2932289568768.0,Stationary combustion
261,Arizona,2012,Petroleum Systems,Exploration* (1B2a),402139552.0,Exploration*
262,Arizona,2012,Petroleum Systems,Production (1B2a),46828077056.0,Production*
263,Arizona,2012,Petroleum Systems,Refining (1B2a),0.0,Refining
264,Arizona,2012,Petroleum Systems,Transport (1B2a),55419436.0,Transport
265,Arizona,2012,Waste,Composting (5B1),1428439171072.0,Composting
266,Arizona,2012,Waste,Domestic Wastewater Treatment & Discharge (5D),10399426543616.0,Domestic
267,Arizona,2012,Waste,Industrial Landfills (5A1),2233537134592.0,Industrial Landfills
268,Arizona,2012,Waste,Industrial Wastewater Treatment & Discharge (5D),0.0,Industrial
269,Arizona,2012,Waste,Municipal Solid Waste (MSW) Landfills (5A1),72382437916672.0,Municipal
270,Arizona,2013,Agriculture,Enteric Fermentation (3A),95575663968256.0,Enteric Fermentation
271,Arizona,2013,Agriculture,Field Burning of Agricultural Residues* (3F),130560811008.0,Field Burning
272,Arizona,2013,Agriculture,Manure Management (3B),34221951287296.0,Manure
273,Arizona,2013,Agriculture,Rice Cultivation (3C),0.0,Rice
274,Arizona,2013,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
275,Arizona,2013,Coal,Surface Coal Mining (1B1a),2349612924928.0,Surface
276,Arizona,2013,Coal,Underground Coal Mining (1B1a),0.0,Underground
277,Arizona,2013,Natural Gas Systems,Distribution (1B2b),7480713150464.0,Distribution
278,Arizona,2013,Natural Gas Systems,Exploration (1B2b),4635058.0,Exploration
279,Arizona,2013,Natural Gas Systems,Post Meter (annual),6647825563648.0,Post Meter
280,Arizona,2013,Natural Gas Systems,Processing (1B2b),0.0,Processing
281,Arizona,2013,Natural Gas Systems,Production (1B2b),1055121145856.0,Production
282,Arizona,2013,Natural Gas Systems,Transmission & Storage (1B2b),32517218369536.0,Transmission-Storage
283,Arizona,2013,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),85508145152.0,"Abandoned Oil, Gas Wells"
284,Arizona,2013,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
285,Arizona,2013,Others,Mobile Combustion (1A),2394705625088.0,Mobile Combustion
286,Arizona,2013,Others,Petrochemical Production (2B8),0.0,Petrochemical
287,Arizona,2013,Others,Stationary combustion (1A),3141262114816.0,Stationary combustion
288,Arizona,2013,Petroleum Systems,Exploration* (1B2a),608219264.0,Exploration*
289,Arizona,2013,Petroleum Systems,Production (1B2a),75965767680.0,Production*
290,Arizona,2013,Petroleum Systems,Refining (1B2a),0.0,Refining
291,Arizona,2013,Petroleum Systems,Transport (1B2a),75354472.0,Transport
292,Arizona,2013,Waste,Composting (5B1),602439090176.0,Composting
293,Arizona,2013,Waste,Domestic Wastewater Treatment & Discharge (5D),10346372792320.0,Domestic
294,Arizona,2013,Waste,Industrial Landfills (5A1),2249412837376.0,Industrial Landfills
295,Arizona,2013,Waste,Industrial Wastewater Treatment & Discharge (5D),0.0,Industrial
296,Arizona,2013,Waste,Municipal Solid Waste (MSW) Landfills (5A1),71966128078848.0,Municipal
297,Arizona,2014,Agriculture,Enteric Fermentation (3A),95442478039040.0,Enteric Fermentation
298,Arizona,2014,Agriculture,Field Burning of Agricultural Residues* (3F),178823774208.0,Field Burning
299,Arizona,2014,Agriculture,Manure Management (3B),33540293001216.0,Manure
300,Arizona,2014,Agriculture,Rice Cultivation (3C),0.0,Rice
301,Arizona,2014,Coal,Abandoned Underground Coal Mines (1B1a),0.0,Abandoned Underground
302,Arizona,2014,Coal,Surface Coal Mining (1B1a),2487378509824.0,Surface
303,Arizona,2014,Coal,Underground Coal Mining (1B1a),0.0,Underground
304,Arizona,2014,Natural Gas Systems,Distribution (1B2b),7513597542400.0,Distribution
305,Arizona,2014,Natural Gas Systems,Exploration (1B2b),10901536.0,Exploration
306,Arizona,2014,Natural Gas Systems,Post Meter (annual),6613735309312.0,Post Meter
307,Arizona,2014,Natural Gas Systems,Processing (1B2b),0.0,Processing
308,Arizona,2014,Natural Gas Systems,Production (1B2b),1199395962880.0,Production
309,Arizona,2014,Natural Gas Systems,Transmission & Storage (1B2b),29828734517248.0,Transmission-Storage
310,Arizona,2014,Others,Abandoned Oil and Gas Wells (1B2a & 1B2b),85544787968.0,"Abandoned Oil, Gas Wells"
311,Arizona,2014,Others,Ferroalloy Production (2C2),0.0,Ferroalloy
312,Arizona,2014,Others,Mobile Combustion (1A),2255497199616.0,Mobile Combustion
313,Arizona,2014,Others,Petrochemical Production (2B8),0.0,Petrochemical
314,Arizona,2014,Others,Stationary combustion (1A),3025334173696.0,Stationary combustion
315,Arizona,2014,Petroleum Systems,Exploration* (1B2a),627403584.0,Exploration*
316,Arizona,2014,Petroleum Systems,Production (1B2a),78285135872.0,Production*
317,Arizona,2014,Petroleum Systems,Refining (1B2a),0.0,Refining
318,Arizona,2014,Petroleum Systems,Transport (1B2a),75521544.0,Transport
319,Arizona,2014,Waste,Composting (5B1),423785168896.0,Composting
320,Arizona,2014,Waste,Domestic Wastewater Treatment & Discharge (5D),11036390326272.0,Domestic
321,Arizona,2014,Waste,Industrial Landfills (5A1),2256914350080.0,Industrial Landfills
322,Arizona,2014,Waste,Industrial Wastewater Treatment & Discharge (5D),0.0,Industrial
